"application_id","applicant_name","national_id","email","income","amount","decision"
"APP-0001158","Test User 1158","SYN-000001158","user1158@example.test",53043.93,37257.8,"approved"
"APP-0001159","Test User 1159","SYN-000001159","user1159@example.test",40529.54,5246.81,"approved"
"APP-0001160","Test User 1160","SYN-000001160","user1160@example.test",12883.21,6732.7,"approved"
"APP-0001161","Test User 1161","SYN-000001161","user1161@example.test",36625.6,12238.75,"approved"
"APP-0001162","Test User 1162","SYN-000001162","user1162@example.test",41721.27,9214.99,"approved"
"APP-0001163","Test User 1163","SYN-000001163","user1163@example.test",42058.01,7203.75,"approved"
"APP-0001164","Test User 1164","SYN-000001164","user1164@example.test",43463.01,24679.77,"review"
"APP-0001165","Test User 1165","SYN-000001165","user1165@example.test",74575.75,13408.99,"approved"
"APP-0001166","Test User 1166","SYN-000001166","user1166@example.test",43792.87,5464.64,"declined"
"APP-0001167","Test User 1167","SYN-000001167","user1167@example.test",55621.75,7847.84,"review"
"APP-0001168","Test User 1168","SYN-000001168","user1168@example.test",53900.14,36883.22,"approved"
"APP-0001169","Test User 1169","SYN-000001169","user1169@example.test",32678.14,25524.58,"approved"
"APP-0001170","Test User 1170","SYN-000001170","user1170@example.test",36759.23,28722.07,"approved"
"APP-0001171","Test User 1171","SYN-000001171","user1171@example.test",31831.36,8837.22,"approved"
"APP-0001172","Test User 1172","SYN-000001172","user1172@example.test",60050.84,6005.37,"approved"
"APP-0001173","Test User 1173","SYN-000001173","user1173@example.test",44690.6,23546.23,"declined"
"APP-0001174","Test User 1174","SYN-000001174","user1174@example.test",17190.62,8191.4,"review"
"APP-0001175","Test User 1175","SYN-000001175","user1175@example.test",75281.52,7738.67,"approved"
"APP-0001176","Test User 1176","SYN-000001176","user1176@example.test",36375.41,23924.23,"declined"
"APP-0001177","Test User 1177","SYN-000001177","user1177@example.test",14612.65,10581.4,"approved"
"APP-0001178","Test User 1178","SYN-000001178","user1178@example.test",29997.49,16284.34,"declined"
"APP-0001179","Test User 1179","SYN-000001179","user1179@example.test",37468.84,25806.85,"review"
"APP-0001180","Test User 1180","SYN-000001180","user1180@example.test",46085.96,6084.39,"review"
"APP-0001181","Test User 1181","SYN-000001181","user1181@example.test",138328.19,20921.49,"review"
"APP-0001182","Test User 1182","SYN-000001182","user1182@example.test",52409.63,42384.22,"approved"
"APP-0001183","Test User 1183","SYN-000001183","user1183@example.test",29691.66,8605.79,"review"
"APP-0001184","Test User 1184","SYN-000001184","user1184@example.test",29373.54,3224.85,"declined"
"APP-0001185","Test User 1185","SYN-000001185","user1185@example.test",72272.37,17986.6,"declined"
"APP-0001186","Test User 1186","SYN-000001186","user1186@example.test",20357.24,4762.25,"declined"
"APP-0001187","Test User 1187","SYN-000001187","user1187@example.test",43985.27,8234.33,"declined"
"APP-0001188","Test User 1188","SYN-000001188","user1188@example.test",43153.72,15397.19,"declined"
"APP-0001189","Test User 1189","SYN-000001189","user1189@example.test",28470.65,13019.78,"declined"
"APP-0001190","Test User 1190","SYN-000001190","user1190@example.test",47667.87,25088.32,"approved"
"APP-0001191","Test User 1191","SYN-000001191","user1191@example.test",60412.93,18969.59,"approved"
"APP-0001192","Test User 1192","SYN-000001192","user1192@example.test",28349.07,12676.1,"approved"
"APP-0001193","Test User 1193","SYN-000001193","user1193@example.test",26746.09,13379.75,"approved"
"APP-0001194","Test User 1194","SYN-000001194","user1194@example.test",62375.42,54617.3,"declined"
"APP-0001195","Test User 1195","SYN-000001195","user1195@example.test",46649.24,23775.26,"approved"
"APP-0001196","Test User 1196","SYN-000001196","user1196@example.test",42105.17,35011.79,"approved"
"APP-0001197","Test User 1197","SYN-000001197","user1197@example.test",54286.42,14046.06,"approved"
"APP-0001198","Test User 1198","SYN-000001198","user1198@example.test",32235.11,10040.25,"declined"
"APP-0001199","Test User 1199","SYN-000001199","user1199@example.test",137391.12,49403.13,"approved"
"APP-0001200","Test User 1200","SYN-000001200","user1200@example.test",13474.23,8615.37,"declined"
"APP-0001201","Test User 1201","SYN-000001201","user1201@example.test",42835.91,17257.56,"review"
"APP-0001202","Test User 1202","SYN-000001202","user1202@example.test",26935.29,7355.75,"approved"
"APP-0001203","Test User 1203","SYN-000001203","user1203@example.test",61453.29,28866.92,"review"
"APP-0001204","Test User 1204","SYN-000001204","user1204@example.test",26454.43,14167.72,"approved"
"APP-0001205","Test User 1205","SYN-000001205","user1205@example.test",32536.48,17393.41,"approved"
"APP-0001206","Test User 1206","SYN-000001206","user1206@example.test",47381.83,16899.85,"approved"
"APP-0001207","Test User 1207","SYN-000001207","user1207@example.test",89490.47,20389.46,"review"
"APP-0001208","Test User 1208","SYN-000001208","user1208@example.test",27152.08,20633.48,"declined"
"APP-0001209","Test User 1209","SYN-000001209","user1209@example.test",27614.83,18880.94,"review"
"APP-0001210","Test User 1210","SYN-000001210","user1210@example.test",60620.14,44666.23,"declined"
"APP-0001211","Test User 1211","SYN-000001211","user1211@example.test",33169.15,7065.7,"approved"
"APP-0001212","Test User 1212","SYN-000001212","user1212@example.test",66398.16,17313.59,"approved"
"APP-0001213","Test User 1213","SYN-000001213","user1213@example.test",23113.2,12807.68,"approved"
"APP-0001214","Test User 1214","SYN-000001214","user1214@example.test",21338.66,11085.93,"approved"
"APP-0001215","Test User 1215","SYN-000001215","user1215@example.test",24000.91,8347.46,"review"
"APP-0001216","Test User 1216","SYN-000001216","user1216@example.test",34956.46,7115.94,"declined"
"APP-0001217","Test User 1217","SYN-000001217","user1217@example.test",31098.1,16619.6,"review"
"APP-0001218","Test User 1218","SYN-000001218","user1218@example.test",34206.64,20990.74,"approved"
"APP-0001219","Test User 1219","SYN-000001219","user1219@example.test",28645.31,12755.85,"approved"
"APP-0001220","Test User 1220","SYN-000001220","user1220@example.test",29154.14,5357.55,"approved"
"APP-0001221","Test User 1221","SYN-000001221","user1221@example.test",26497.42,6248.37,"approved"
"APP-0001222","Test User 1222","SYN-000001222","user1222@example.test",41228.65,22988,"approved"
"APP-0001223","Test User 1223","SYN-000001223","user1223@example.test",29415.27,21376.52,"approved"
"APP-0001224","Test User 1224","SYN-000001224","user1224@example.test",40938.52,29587.1,"approved"
"APP-0001225","Test User 1225","SYN-000001225","user1225@example.test",34487.73,7479.22,"declined"
"APP-0001226","Test User 1226","SYN-000001226","user1226@example.test",30408.57,24820.26,"declined"
"APP-0001227","Test User 1227","SYN-000001227","user1227@example.test",52421.29,34969.25,"approved"
"APP-0001228","Test User 1228","SYN-000001228","user1228@example.test",23668.01,18050.78,"approved"
"APP-0001229","Test User 1229","SYN-000001229","user1229@example.test",54146.29,8465.31,"declined"
"APP-0001230","Test User 1230","SYN-000001230","user1230@example.test",23834.83,9061.85,"declined"
"APP-0001231","Test User 1231","SYN-000001231","user1231@example.test",39126.31,13627.14,"approved"
"APP-0001232","Test User 1232","SYN-000001232","user1232@example.test",108744.52,53551.7,"declined"
"APP-0001233","Test User 1233","SYN-000001233","user1233@example.test",31083.6,13876.94,"declined"
"APP-0001234","Test User 1234","SYN-000001234","user1234@example.test",37764.46,10265.93,"approved"
"APP-0001235","Test User 1235","SYN-000001235","user1235@example.test",28381.27,22830.28,"declined"
"APP-0001236","Test User 1236","SYN-000001236","user1236@example.test",29150.39,5913.35,"approved"
"APP-0001237","Test User 1237","SYN-000001237","user1237@example.test",24902.29,7148.88,"declined"
"APP-0001238","Test User 1238","SYN-000001238","user1238@example.test",48171.5,25092.88,"approved"
"APP-0001239","Test User 1239","SYN-000001239","user1239@example.test",63823.22,11638.46,"approved"
"APP-0001240","Test User 1240","SYN-000001240","user1240@example.test",61315.64,26265.57,"approved"
"APP-0001241","Test User 1241","SYN-000001241","user1241@example.test",53276.78,45277.12,"approved"
"APP-0001242","Test User 1242","SYN-000001242","user1242@example.test",34157.86,14937.78,"approved"
"APP-0001243","Test User 1243","SYN-000001243","user1243@example.test",28905.63,6402.69,"approved"
"APP-0001244","Test User 1244","SYN-000001244","user1244@example.test",81454.6,8382.01,"declined"
"APP-0001245","Test User 1245","SYN-000001245","user1245@example.test",14393.66,10066.96,"review"
"APP-0001246","Test User 1246","SYN-000001246","user1246@example.test",28683.25,2898.62,"review"
"APP-0001247","Test User 1247","SYN-000001247","user1247@example.test",37677.86,6691.58,"approved"
"APP-0001248","Test User 1248","SYN-000001248","user1248@example.test",43881.44,10140.31,"declined"
"APP-0001249","Test User 1249","SYN-000001249","user1249@example.test",55923.77,41466.91,"approved"
"APP-0001250","Test User 1250","SYN-000001250","user1250@example.test",44311.49,19282.42,"approved"
"APP-0001251","Test User 1251","SYN-000001251","user1251@example.test",60029.26,17154.15,"declined"
"APP-0001252","Test User 1252","SYN-000001252","user1252@example.test",45134.94,13605.57,"approved"
"APP-0001253","Test User 1253","SYN-000001253","user1253@example.test",25835.75,16760.23,"declined"
"APP-0001254","Test User 1254","SYN-000001254","user1254@example.test",48751.98,10438.38,"approved"
"APP-0001255","Test User 1255","SYN-000001255","user1255@example.test",44774.28,5724.28,"declined"
"APP-0001256","Test User 1256","SYN-000001256","user1256@example.test",19804.36,16468.89,"approved"
"APP-0001257","Test User 1257","SYN-000001257","user1257@example.test",30303.35,22705.36,"declined"
"APP-0001258","Test User 1258","SYN-000001258","user1258@example.test",25646,10987.95,"declined"
"APP-0001259","Test User 1259","SYN-000001259","user1259@example.test",26834.3,8972.08,"review"
"APP-0001260","Test User 1260","SYN-000001260","user1260@example.test",51512.55,13573.32,"review"
"APP-0001261","Test User 1261","SYN-000001261","user1261@example.test",56962.76,47141.88,"review"
"APP-0001262","Test User 1262","SYN-000001262","user1262@example.test",22579.83,7828.1,"review"
"APP-0001263","Test User 1263","SYN-000001263","user1263@example.test",46942.9,8220.13,"declined"
"APP-0001264","Test User 1264","SYN-000001264","user1264@example.test",84372.73,62025.47,"declined"
"APP-0001265","Test User 1265","SYN-000001265","user1265@example.test",38062.6,7074.27,"declined"
"APP-0001266","Test User 1266","SYN-000001266","user1266@example.test",28063.48,6742.46,"approved"
"APP-0001267","Test User 1267","SYN-000001267","user1267@example.test",55636.96,19942.16,"declined"
"APP-0001268","Test User 1268","SYN-000001268","user1268@example.test",31599.92,4381.11,"approved"
"APP-0001269","Test User 1269","SYN-000001269","user1269@example.test",51453.99,44208.44,"approved"
"APP-0001270","Test User 1270","SYN-000001270","user1270@example.test",55580.19,7797.48,"declined"
"APP-0001271","Test User 1271","SYN-000001271","user1271@example.test",39140.39,25788.41,"approved"
"APP-0001272","Test User 1272","SYN-000001272","user1272@example.test",14364.29,2892.39,"declined"
"APP-0001273","Test User 1273","SYN-000001273","user1273@example.test",29903.66,5142.19,"declined"
"APP-0001274","Test User 1274","SYN-000001274","user1274@example.test",72187.24,24973.76,"declined"
"APP-0001275","Test User 1275","SYN-000001275","user1275@example.test",28298.07,19966.19,"approved"
"APP-0001276","Test User 1276","SYN-000001276","user1276@example.test",77684.16,23146.15,"approved"
"APP-0001277","Test User 1277","SYN-000001277","user1277@example.test",59977.71,51300.22,"approved"
"APP-0001278","Test User 1278","SYN-000001278","user1278@example.test",31419.43,25615.62,"approved"
"APP-0001279","Test User 1279","SYN-000001279","user1279@example.test",59192.07,31639.62,"declined"
"APP-0001280","Test User 1280","SYN-000001280","user1280@example.test",56032.91,33540.33,"declined"
"APP-0001281","Test User 1281","SYN-000001281","user1281@example.test",54668.87,40505.61,"approved"
"APP-0001282","Test User 1282","SYN-000001282","user1282@example.test",17253.7,12267.86,"review"
"APP-0001283","Test User 1283","SYN-000001283","user1283@example.test",65824.83,11544.07,"review"
"APP-0001284","Test User 1284","SYN-000001284","user1284@example.test",14380.82,2058.55,"approved"
"APP-0001285","Test User 1285","SYN-000001285","user1285@example.test",34079.1,6766.89,"declined"
"APP-0001286","Test User 1286","SYN-000001286","user1286@example.test",123273.67,106362.24,"review"
"APP-0001287","Test User 1287","SYN-000001287","user1287@example.test",35272.32,25908.71,"review"
"APP-0001288","Test User 1288","SYN-000001288","user1288@example.test",101798.89,54793.78,"approved"
"APP-0001289","Test User 1289","SYN-000001289","user1289@example.test",26042.06,20283.12,"approved"
"APP-0001290","Test User 1290","SYN-000001290","user1290@example.test",28940.17,12745.26,"review"
"APP-0001291","Test User 1291","SYN-000001291","user1291@example.test",40942.1,25275.93,"declined"
"APP-0001292","Test User 1292","SYN-000001292","user1292@example.test",21205.72,11161.33,"declined"
"APP-0001293","Test User 1293","SYN-000001293","user1293@example.test",26715.79,15195.66,"declined"
"APP-0001294","Test User 1294","SYN-000001294","user1294@example.test",47949.21,21229.04,"approved"
"APP-0001295","Test User 1295","SYN-000001295","user1295@example.test",34928.05,30625.11,"approved"
"APP-0001296","Test User 1296","SYN-000001296","user1296@example.test",48919.62,7412.38,"approved"
"APP-0001297","Test User 1297","SYN-000001297","user1297@example.test",54760.21,23214.56,"declined"
"APP-0001298","Test User 1298","SYN-000001298","user1298@example.test",46308.89,19200.89,"approved"
"APP-0001299","Test User 1299","SYN-000001299","user1299@example.test",38463.04,15361.24,"declined"
"APP-0001300","Test User 1300","SYN-000001300","user1300@example.test",86978.85,51836.41,"review"
"APP-0001301","Test User 1301","SYN-000001301","user1301@example.test",43474.39,36255.31,"approved"
"APP-0001302","Test User 1302","SYN-000001302","user1302@example.test",32671.58,28904.01,"approved"
"APP-0001303","Test User 1303","SYN-000001303","user1303@example.test",28941.06,9900.83,"approved"
"APP-0001304","Test User 1304","SYN-000001304","user1304@example.test",58552.26,23205.85,"approved"
"APP-0001305","Test User 1305","SYN-000001305","user1305@example.test",53689.45,19763.66,"declined"
"APP-0001306","Test User 1306","SYN-000001306","user1306@example.test",98258.8,50645.23,"approved"
"APP-0001307","Test User 1307","SYN-000001307","user1307@example.test",46513.05,36628.01,"declined"
"APP-0001308","Test User 1308","SYN-000001308","user1308@example.test",65973.7,16782.33,"approved"
"APP-0001309","Test User 1309","SYN-000001309","user1309@example.test",66540.17,7405.91,"approved"
"APP-0001310","Test User 1310","SYN-000001310","user1310@example.test",22945.44,16217.92,"review"
"APP-0001311","Test User 1311","SYN-000001311","user1311@example.test",24970.88,19411.21,"declined"
"APP-0001312","Test User 1312","SYN-000001312","user1312@example.test",60184.88,29625.01,"review"
"APP-0001313","Test User 1313","SYN-000001313","user1313@example.test",58591.36,11126.22,"approved"
"APP-0001314","Test User 1314","SYN-000001314","user1314@example.test",59472.46,46309.7,"approved"
"APP-0001315","Test User 1315","SYN-000001315","user1315@example.test",59635.39,14688.35,"approved"
"APP-0001316","Test User 1316","SYN-000001316","user1316@example.test",52761.05,16079.64,"declined"
"APP-0001317","Test User 1317","SYN-000001317","user1317@example.test",49016.39,25963.24,"approved"
"APP-0001318","Test User 1318","SYN-000001318","user1318@example.test",30243.23,19110.47,"approved"
"APP-0001319","Test User 1319","SYN-000001319","user1319@example.test",44549.07,13318.2,"approved"
"APP-0001320","Test User 1320","SYN-000001320","user1320@example.test",132080.45,80469.29,"approved"
"APP-0001321","Test User 1321","SYN-000001321","user1321@example.test",32672.94,5319.72,"review"
"APP-0001322","Test User 1322","SYN-000001322","user1322@example.test",50874.17,29552.6,"approved"
"APP-0001323","Test User 1323","SYN-000001323","user1323@example.test",71677.25,18312.73,"declined"
"APP-0001324","Test User 1324","SYN-000001324","user1324@example.test",102314.43,15964.17,"declined"
"APP-0001325","Test User 1325","SYN-000001325","user1325@example.test",25646.11,7048.62,"approved"
"APP-0001326","Test User 1326","SYN-000001326","user1326@example.test",39455.58,13393.45,"approved"
"APP-0001327","Test User 1327","SYN-000001327","user1327@example.test",28606.26,8715.98,"review"
"APP-0001328","Test User 1328","SYN-000001328","user1328@example.test",30816.3,13259.17,"approved"
"APP-0001329","Test User 1329","SYN-000001329","user1329@example.test",49683.32,40396.41,"approved"
"APP-0001330","Test User 1330","SYN-000001330","user1330@example.test",39845.03,28317.83,"approved"
"APP-0001331","Test User 1331","SYN-000001331","user1331@example.test",59523,23313.54,"approved"
"APP-0001332","Test User 1332","SYN-000001332","user1332@example.test",44205.81,4589.21,"review"
"APP-0001333","Test User 1333","SYN-000001333","user1333@example.test",86390.17,33745.9,"review"
"APP-0001334","Test User 1334","SYN-000001334","user1334@example.test",15047.02,4900.81,"declined"
"APP-0001335","Test User 1335","SYN-000001335","user1335@example.test",45362.49,15992.74,"review"
"APP-0001336","Test User 1336","SYN-000001336","user1336@example.test",32565.52,26085.07,"approved"
"APP-0001337","Test User 1337","SYN-000001337","user1337@example.test",56615.53,46585.67,"declined"
"APP-0001338","Test User 1338","SYN-000001338","user1338@example.test",23304.79,10866.58,"approved"
"APP-0001339","Test User 1339","SYN-000001339","user1339@example.test",79460.62,56094.58,"approved"
"APP-0001340","Test User 1340","SYN-000001340","user1340@example.test",29029.87,9332.35,"review"
"APP-0001341","Test User 1341","SYN-000001341","user1341@example.test",50081.97,19440.65,"approved"
"APP-0001342","Test User 1342","SYN-000001342","user1342@example.test",52095.76,32299.71,"approved"
"APP-0001343","Test User 1343","SYN-000001343","user1343@example.test",36147.54,19232.72,"approved"
"APP-0001344","Test User 1344","SYN-000001344","user1344@example.test",54053.56,11844.84,"approved"
"APP-0001345","Test User 1345","SYN-000001345","user1345@example.test",42794.84,5781.7,"declined"
"APP-0001346","Test User 1346","SYN-000001346","user1346@example.test",14295.77,6894.54,"declined"
"APP-0001347","Test User 1347","SYN-000001347","user1347@example.test",79292.75,71038.44,"approved"
"APP-0001348","Test User 1348","SYN-000001348","user1348@example.test",58790.54,9571.24,"approved"
"APP-0001349","Test User 1349","SYN-000001349","user1349@example.test",74233.95,52536.26,"declined"
"APP-0001350","Test User 1350","SYN-000001350","user1350@example.test",45864.57,26330.27,"declined"
"APP-0001351","Test User 1351","SYN-000001351","user1351@example.test",69502.74,59695.95,"declined"
"APP-0001352","Test User 1352","SYN-000001352","user1352@example.test",13027.47,1559.67,"approved"
"APP-0001353","Test User 1353","SYN-000001353","user1353@example.test",39233.05,9398.41,"approved"
"APP-0001354","Test User 1354","SYN-000001354","user1354@example.test",28589.14,20663.81,"declined"
"APP-0001355","Test User 1355","SYN-000001355","user1355@example.test",51567.37,22891.34,"approved"
"APP-0001356","Test User 1356","SYN-000001356","user1356@example.test",44454.15,23151.83,"approved"
"APP-0001357","Test User 1357","SYN-000001357","user1357@example.test",23924.26,17397.69,"declined"
"APP-0001358","Test User 1358","SYN-000001358","user1358@example.test",28757.65,15770.86,"approved"
"APP-0001359","Test User 1359","SYN-000001359","user1359@example.test",27574.43,11706.58,"review"
"APP-0001360","Test User 1360","SYN-000001360","user1360@example.test",15289.01,4039.27,"declined"
"APP-0001361","Test User 1361","SYN-000001361","user1361@example.test",24925.9,14219.75,"approved"
"APP-0001362","Test User 1362","SYN-000001362","user1362@example.test",43846.09,24517.84,"declined"
"APP-0001363","Test User 1363","SYN-000001363","user1363@example.test",49849.77,8749.89,"approved"
"APP-0001364","Test User 1364","SYN-000001364","user1364@example.test",59701.24,46214.28,"approved"
"APP-0001365","Test User 1365","SYN-000001365","user1365@example.test",48585.41,8480.66,"declined"
"APP-0001366","Test User 1366","SYN-000001366","user1366@example.test",32487.89,8736.19,"approved"
"APP-0001367","Test User 1367","SYN-000001367","user1367@example.test",24270.71,21033.51,"approved"
"APP-0001368","Test User 1368","SYN-000001368","user1368@example.test",50419.71,16261.24,"approved"
"APP-0001369","Test User 1369","SYN-000001369","user1369@example.test",34301.12,14823.98,"declined"
"APP-0001370","Test User 1370","SYN-000001370","user1370@example.test",22844.89,9113.81,"declined"
"APP-0001371","Test User 1371","SYN-000001371","user1371@example.test",25586.11,10839.25,"approved"
"APP-0001372","Test User 1372","SYN-000001372","user1372@example.test",39954.15,31080.1,"declined"
"APP-0001373","Test User 1373","SYN-000001373","user1373@example.test",80719.05,51536.49,"review"
"APP-0001374","Test User 1374","SYN-000001374","user1374@example.test",29161,22509.86,"approved"
"APP-0001375","Test User 1375","SYN-000001375","user1375@example.test",32226.57,26884.05,"approved"
"APP-0001376","Test User 1376","SYN-000001376","user1376@example.test",34704.98,10878.39,"declined"
"APP-0001377","Test User 1377","SYN-000001377","user1377@example.test",45799.4,9465.77,"review"
"APP-0001378","Test User 1378","SYN-000001378","user1378@example.test",14027.96,9832.95,"review"
"APP-0001379","Test User 1379","SYN-000001379","user1379@example.test",47027.28,14131.58,"approved"
"APP-0001380","Test User 1380","SYN-000001380","user1380@example.test",38262.75,15230.18,"approved"
"APP-0001381","Test User 1381","SYN-000001381","user1381@example.test",26062.21,22422.21,"review"
"APP-0001382","Test User 1382","SYN-000001382","user1382@example.test",27950.14,22064.75,"approved"
"APP-0001383","Test User 1383","SYN-000001383","user1383@example.test",29288.3,26210.37,"review"
"APP-0001384","Test User 1384","SYN-000001384","user1384@example.test",45904.09,25762.5,"declined"
"APP-0001385","Test User 1385","SYN-000001385","user1385@example.test",44136.05,23627.52,"declined"
"APP-0001386","Test User 1386","SYN-000001386","user1386@example.test",99334.89,42196.09,"review"
"APP-0001387","Test User 1387","SYN-000001387","user1387@example.test",64018.41,54078.99,"declined"
"APP-0001388","Test User 1388","SYN-000001388","user1388@example.test",57815.17,27644.57,"approved"
"APP-0001389","Test User 1389","SYN-000001389","user1389@example.test",97618.36,86274.27,"declined"
"APP-0001390","Test User 1390","SYN-000001390","user1390@example.test",33947.03,5427.93,"approved"
"APP-0001391","Test User 1391","SYN-000001391","user1391@example.test",45486.57,35734.87,"declined"
"APP-0001392","Test User 1392","SYN-000001392","user1392@example.test",29092.66,3277.91,"approved"
"APP-0001393","Test User 1393","SYN-000001393","user1393@example.test",48196.1,9457.5,"approved"
"APP-0001394","Test User 1394","SYN-000001394","user1394@example.test",95123.82,58414.99,"approved"
"APP-0001395","Test User 1395","SYN-000001395","user1395@example.test",16068.05,1991.68,"approved"
"APP-0001396","Test User 1396","SYN-000001396","user1396@example.test",47759.94,38047.05,"approved"
"APP-0001397","Test User 1397","SYN-000001397","user1397@example.test",35820.57,7078.26,"approved"
"APP-0001398","Test User 1398","SYN-000001398","user1398@example.test",18098.52,15262.36,"approved"
"APP-0001399","Test User 1399","SYN-000001399","user1399@example.test",78435.15,46262.58,"declined"
"APP-0001400","Test User 1400","SYN-000001400","user1400@example.test",32273.55,21412.94,"approved"
"APP-0001401","Test User 1401","SYN-000001401","user1401@example.test",16799.61,3760.7,"approved"
"APP-0001402","Test User 1402","SYN-000001402","user1402@example.test",31743.5,12483.72,"declined"
"APP-0001403","Test User 1403","SYN-000001403","user1403@example.test",23809.78,4573.14,"approved"
"APP-0001404","Test User 1404","SYN-000001404","user1404@example.test",71345.79,47711.63,"review"
"APP-0001405","Test User 1405","SYN-000001405","user1405@example.test",29984.42,25458.56,"approved"
"APP-0001406","Test User 1406","SYN-000001406","user1406@example.test",32860.68,15911.76,"approved"
"APP-0001407","Test User 1407","SYN-000001407","user1407@example.test",35216.23,26001.87,"review"
"APP-0001408","Test User 1408","SYN-000001408","user1408@example.test",26943.28,5228.3,"declined"
"APP-0001409","Test User 1409","SYN-000001409","user1409@example.test",26338.95,12788.31,"approved"
"APP-0001410","Test User 1410","SYN-000001410","user1410@example.test",41250.02,30017.37,"declined"
"APP-0001411","Test User 1411","SYN-000001411","user1411@example.test",30143.24,11111.01,"approved"
"APP-0001412","Test User 1412","SYN-000001412","user1412@example.test",87959.39,37572.36,"approved"
"APP-0001413","Test User 1413","SYN-000001413","user1413@example.test",29079.25,6779.45,"declined"
"APP-0001414","Test User 1414","SYN-000001414","user1414@example.test",26559.14,18677.92,"approved"
"APP-0001415","Test User 1415","SYN-000001415","user1415@example.test",64228.48,28828.24,"declined"
"APP-0001416","Test User 1416","SYN-000001416","user1416@example.test",17872.91,6810.64,"approved"
"APP-0001417","Test User 1417","SYN-000001417","user1417@example.test",35897.67,32302.6,"approved"
"APP-0001418","Test User 1418","SYN-000001418","user1418@example.test",26836.61,5897.94,"approved"
"APP-0001419","Test User 1419","SYN-000001419","user1419@example.test",62359.44,15091.12,"declined"
"APP-0001420","Test User 1420","SYN-000001420","user1420@example.test",48578.08,21520.94,"approved"
"APP-0001421","Test User 1421","SYN-000001421","user1421@example.test",38889.27,11968.82,"approved"
"APP-0001422","Test User 1422","SYN-000001422","user1422@example.test",49804.2,14613.69,"approved"
"APP-0001423","Test User 1423","SYN-000001423","user1423@example.test",16891.55,7722.47,"declined"
"APP-0001424","Test User 1424","SYN-000001424","user1424@example.test",59981.86,29322.27,"approved"
"APP-0001425","Test User 1425","SYN-000001425","user1425@example.test",35109.9,20452.88,"approved"
"APP-0001426","Test User 1426","SYN-000001426","user1426@example.test",67586.16,14998.07,"review"
"APP-0001427","Test User 1427","SYN-000001427","user1427@example.test",25339.39,21858.92,"review"
"APP-0001428","Test User 1428","SYN-000001428","user1428@example.test",20885.76,18387.67,"review"
"APP-0001429","Test User 1429","SYN-000001429","user1429@example.test",49221.99,14256.71,"declined"
"APP-0001430","Test User 1430","SYN-000001430","user1430@example.test",37808.65,32551.81,"review"
"APP-0001431","Test User 1431","SYN-000001431","user1431@example.test",26288.99,14442.32,"declined"
"APP-0001432","Test User 1432","SYN-000001432","user1432@example.test",30263.83,4243.51,"approved"
"APP-0001433","Test User 1433","SYN-000001433","user1433@example.test",48727.04,34200.95,"review"
"APP-0001434","Test User 1434","SYN-000001434","user1434@example.test",43871.85,23505.43,"approved"
"APP-0001435","Test User 1435","SYN-000001435","user1435@example.test",33015.33,25468.95,"review"
"APP-0001436","Test User 1436","SYN-000001436","user1436@example.test",71713.2,22172.97,"approved"
"APP-0001437","Test User 1437","SYN-000001437","user1437@example.test",47608.22,9928.96,"declined"
"APP-0001438","Test User 1438","SYN-000001438","user1438@example.test",32073.01,28013.92,"declined"
"APP-0001439","Test User 1439","SYN-000001439","user1439@example.test",38540.19,29975.35,"review"
"APP-0001440","Test User 1440","SYN-000001440","user1440@example.test",35125.98,25880.97,"approved"
"APP-0001441","Test User 1441","SYN-000001441","user1441@example.test",65930.09,34050.26,"approved"
"APP-0001442","Test User 1442","SYN-000001442","user1442@example.test",91996.25,32913.58,"approved"
"APP-0001443","Test User 1443","SYN-000001443","user1443@example.test",45830.83,29762.62,"approved"
"APP-0001444","Test User 1444","SYN-000001444","user1444@example.test",38672.36,14507.79,"approved"
"APP-0001445","Test User 1445","SYN-000001445","user1445@example.test",32106.02,11605.06,"approved"
"APP-0001446","Test User 1446","SYN-000001446","user1446@example.test",41570.61,19967.01,"approved"
"APP-0001447","Test User 1447","SYN-000001447","user1447@example.test",27019.94,12241.84,"approved"
"APP-0001448","Test User 1448","SYN-000001448","user1448@example.test",45935.87,17065,"approved"
"APP-0001449","Test User 1449","SYN-000001449","user1449@example.test",55851.94,24904.5,"approved"
"APP-0001450","Test User 1450","SYN-000001450","user1450@example.test",18135.38,15153.25,"approved"
"APP-0001451","Test User 1451","SYN-000001451","user1451@example.test",22885.57,5307.03,"declined"
"APP-0001452","Test User 1452","SYN-000001452","user1452@example.test",35418,17468.89,"approved"
"APP-0001453","Test User 1453","SYN-000001453","user1453@example.test",54239.65,34271.15,"review"
"APP-0001454","Test User 1454","SYN-000001454","user1454@example.test",35048.44,11312.72,"approved"
"APP-0001455","Test User 1455","SYN-000001455","user1455@example.test",90830.6,40653.09,"declined"
"APP-0001456","Test User 1456","SYN-000001456","user1456@example.test",42784.73,32709.82,"declined"
"APP-0001457","Test User 1457","SYN-000001457","user1457@example.test",57935.9,29208.21,"approved"
"APP-0001458","Test User 1458","SYN-000001458","user1458@example.test",56300.7,46189.47,"declined"
"APP-0001459","Test User 1459","SYN-000001459","user1459@example.test",34965.13,24600.94,"approved"
"APP-0001460","Test User 1460","SYN-000001460","user1460@example.test",44491.74,23427.18,"review"
"APP-0001461","Test User 1461","SYN-000001461","user1461@example.test",34214.59,28263.26,"approved"
"APP-0001462","Test User 1462","SYN-000001462","user1462@example.test",67138.51,53135.54,"approved"
